1.00000000	0.00000000	1.00000000	1.00000000	0.19877137	0.21079029	0.16485581	0.02500000	
1.00000000	0.00000000	1.00000000	1.00000000	0.20308493	0.22385178	0.18485499	0.02572990	
1.00000000	0.02399251	1.00000000	1.00000000	0.24111814	0.18325306	0.20720537	0.05119369	
1.00000000	0.01407806	1.00000000	1.00000000	0.22745845	0.22070468	0.19778109	0.01785366	
2.00000000	0.00000000	1.00000000	1.00000000	0.18583798	0.18082287	0.18851581	0.02500000	
2.00000000	0.04269700	1.00000000	1.00000000	0.19356773	0.18160890	0.22497559	0.00839891	
2.00000000	0.02054102	1.00000000	1.00000000	0.20417584	0.23334348	0.18993423	0.02500000	
2.00000000	0.01980307	1.00000000	1.00000000	0.18311457	0.15682205	0.24034858	0.02108301	
3.00000000	0.01980310	1.00000000	1.00000000	0.10566151	0.03538759	0.24034860	0.05244258	
3.00000000	0.01980310	1.00000000	1.00000000	0.10566151	0.03538759	0.24034860	0.05244258	
3.00000000	0.01980310	1.00000000	1.00000000	0.10566151	0.03538759	0.24034860	0.05244258	
3.00000000	0.01980310	1.00000000	1.00000000	0.10566151	0.03538759	0.24034860	0.05244258	
4.00000000	0.01980310	1.00000000	1.00000000	0.24326223	0.18328010	0.20237282	0.01020175	
4.00000000	0.00948172	1.00000000	1.00000000	0.18070940	0.14264235	0.21435129	0.02108300	
4.00000000	0.01993354	1.00000000	1.00000000	0.21564710	0.16901836	0.23436519	0.02108300	
4.00000000	0.00312735	1.00000000	1.00000000	0.14613023	0.18073040	0.25520242	0.00456469	
5.00000000	0.00925198	1.00000000	1.00000000	0.75668793	0.10131386	0.08303958	0.02108300	
5.00000000	0.00925198	1.00000000	1.00000000	0.75668793	0.10131386	0.08303958	0.02108300	
5.00000000	0.00925198	1.00000000	1.00000000	0.75668793	0.10131386	0.08303958	0.02108300	
5.00000000	0.00925198	1.00000000	1.00000000	0.75668793	0.10131386	0.08303958	0.02108300	
6.00000000	0.03211074	1.00000000	1.00000000	0.16760151	0.12822409	0.23553432	0.05229799	
6.00000000	0.01321336	1.00000000	1.00000000	0.14245416	0.14244048	0.19789905	0.01569169	
6.00000000	0.03965686	1.00000000	1.00000000	0.23523893	0.09406849	0.23530115	0.03860347	
6.00000000	0.00948170	1.00000000	1.00000000	0.18858559	0.18002519	0.20875441	0.00617876	
7.00000000	0.00674860	1.00000000	1.00000000	0.22836320	0.16632746	0.25507039	0.01495932	
7.00000000	0.01855298	1.00000000	1.00000000	0.22677927	0.18510933	0.23657473	0.04130717	
7.00000000	0.00600593	1.00000000	1.00000000	0.20815462	0.14209124	0.25463127	0.02108300	
7.00000000	0.00469718	1.00000000	1.00000000	0.19269795	0.12858237	0.19245158	0.07290334	
8.00000000	0.00948170	1.00000000	1.00000000	0.19313708	0.14080003	0.18691306	0.02727832	
8.00000000	0.00948170	1.00000000	1.00000000	0.19760718	0.15032985	0.23017660	0.00594172	
8.00000000	0.02530238	1.00000000	1.00000000	0.23701251	0.14618101	0.21816081	0.06680092	
8.00000000	0.02633848	1.00000000	1.00000000	0.15643880	0.15414286	0.17947840	0.02108300	
9.00000000	0.00948170	1.00000000	1.00000000	0.20433106	0.17498547	0.21078010	0.02108300	
9.00000000	0.04262209	1.00000000	1.00000000	0.18043296	0.18485650	0.14348267	0.03047305	
9.00000000	0.00948170	1.00000000	1.00000000	0.13627543	0.08441055	0.21681797	0.02108300	
9.00000000	0.08300511	1.00000000	1.00000000	0.16573460	0.07652043	0.20328992	0.03201867	
10.00000000	0.04262210	1.00000000	1.00000000	0.18043300	0.18485650	0.01065709	0.03047310	
10.00000000	0.04262210	1.00000000	1.00000000	0.18043300	0.18485650	0.01065709	0.03047310	
10.00000000	0.04262210	1.00000000	1.00000000	0.18043300	0.18485650	0.01065709	0.03047310	
10.00000000	0.04262210	1.00000000	1.00000000	0.18043300	0.18485650	0.01065709	0.03047310	
11.00000000	0.03235798	1.00000000	1.00000000	0.15881166	0.15681403	0.09915466	0.00121728	
11.00000000	0.03457173	1.00000000	1.00000000	0.16940563	0.18624186	0.15011169	0.03047310	
11.00000000	0.07405213	1.00000000	1.00000000	0.20408515	0.20018399	0.14841462	0.03977508	
11.00000000	0.01759426	1.00000000	1.00000000	0.18624440	0.16591660	0.15672094	0.02839166	
12.00000000	0.04500304	1.00000000	1.00000000	0.16842858	0.18454469	0.15478468	0.03087366	
12.00000000	0.05729174	1.00000000	1.00000000	0.17854118	0.19818616	0.14461109	0.02196565	
12.00000000	0.10236973	1.00000000	1.00000000	0.16627608	0.12830553	0.12691493	0.01414612	
12.00000000	0.02809348	1.00000000	1.00000000	0.20164691	0.23815896	0.17936602	0.02931666	
13.00000000	0.10236970	1.00000000	1.00000000	0.13809588	0.02667620	0.09006723	0.01018707	
13.00000000	0.10236970	1.00000000	1.00000000	0.13809588	0.02667620	0.09006723	0.01018707	
13.00000000	0.10236970	1.00000000	1.00000000	0.13809588	0.02667620	0.09006723	0.01018707	
13.00000000	0.10236970	1.00000000	1.00000000	0.13809588	0.02667620	0.09006723	0.01018707	
14.00000000	0.07313886	1.00000000	1.00000000	0.17854181	0.14853815	0.12419362	0.02588335	
14.00000000	0.07144897	1.00000000	1.00000000	0.19889243	0.13272927	0.13702904	0.01414610	
14.00000000	0.08426010	1.00000000	1.00000000	0.19726408	0.12889151	0.13281110	0.01414610	
14.00000000	0.08547053	1.00000000	1.00000000	0.17189478	0.08115462	0.11523047	0.00382121	
15.00000000	0.04239242	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
15.00000000	0.04239242	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
15.00000000	0.04239242	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
15.00000000	0.04239242	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
16.00000000	0.00636769	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
16.00000000	0.00636769	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
16.00000000	0.00636769	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
16.00000000	0.00636769	1.00000000	1.00000000	0.19726410	0.12889150	0.13281110	0.01414610	
17.00000000	0.00810847	1.00000000	1.00000000	0.21908152	0.12724568	0.14695107	0.00208702	
17.00000000	0.06043975	1.00000000	1.00000000	0.18384594	0.12563013	0.17218007	0.00842157	
17.00000000	0.05128126	1.00000000	1.00000000	0.21457123	0.16279043	0.11710671	0.01414610	
