0.00000000	10.00000000	500.00000000	1.00000000	0.12500000	0.06250000	0.06250000	
0.58623300	10.00000000	500.00000000	0.95663700	0.02445100	0.06250000	0.36216700	
0.51082800	10.00000000	500.00000000	0.95957700	0.01498700	0.06250000	0.36216700	
0.03831900	10.00000000	500.00000000	0.95957700	0.01498700	0.06250000	0.36216700	
0.00487200	10.00000000	500.00000000	0.95957700	0.01498700	0.06250000	0.36216700	
0.00487200	10.00000000	500.00000000	1.03389900	0.01498700	0.06250000	0.48251500	
0.00487200	10.00000000	500.00000000	1.03389900	0.01498700	0.06250000	0.48251500	
0.00487200	10.00000000	500.00000000	1.01721900	0.01498700	0.29444000	0.71244300	
0.00487200	10.00000000	500.00000000	0.98639300	0.01498700	0.24071800	0.85018500	
0.00487200	10.00000000	500.00000000	0.99240500	0.01498700	0.24071800	1.42045300	
0.00487200	10.00000000	500.00000000	0.99240500	0.01498700	0.24071800	1.42045300	
0.00487200	10.00000000	500.00000000	0.99240500	0.01498700	0.24071800	1.42045300	
0.43057500	10.00000000	500.00000000	0.93934300	0.01498700	0.66164800	1.68789700	
