0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	2.00000000	0.25000000	
0.39527400	10.00000000	500.00000000	1.03352800	0.34519400	2.28206600	0.14474400	
0.39527400	10.00000000	500.00000000	1.03352800	0.34519400	2.28206600	0.12715400	
0.97226800	10.00000000	500.00000000	1.04810300	0.07936400	2.09903600	0.11970800	
1.07887200	10.00000000	500.00000000	1.05248500	0.07936400	2.02768100	0.11970800	
1.07887200	10.00000000	500.00000000	1.05248500	0.07936400	1.53805700	0.11970800	
1.07887200	10.00000000	500.00000000	0.95509700	0.01040100	1.19620400	0.32015300	
1.15667500	10.00000000	500.00000000	0.88436400	0.01040100	1.20801400	0.30542400	
0.77552000	10.00000000	500.00000000	0.83286900	0.01040100	0.69298000	1.26032400	
0.95324700	10.00000000	500.00000000	0.80591700	0.01040100	0.67740500	1.31114200	
