0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	1.00000000	0.25000000	
0.00000000	10.00000000	500.00000000	1.00000000	0.22143600	1.08715300	0.27583700	
0.41630200	10.00000000	500.00000000	1.00000000	0.05776300	1.06861800	0.23882900	
0.49919600	10.00000000	500.00000000	1.00000000	0.05776300	0.86432100	0.47852900	
0.49919600	10.00000000	500.00000000	1.00000000	0.05776300	0.88400200	0.47852900	
0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	4.00000000	0.25000000	
0.13279600	10.00000000	500.00000000	1.00000000	0.71809300	3.61565400	0.17619400	
0.39918100	10.00000000	500.00000000	0.95163500	0.43403900	3.95233200	0.14919500	
0.39918100	10.00000000	500.00000000	0.07926400	0.06155500	3.95233200	0.22260800	
0.39918100	10.00000000	500.00000000	0.00101400	0.01843400	3.95233200	0.22260800	
0.42555000	10.00000000	500.00000000	0.04246500	0.01843400	4.02543800	0.53033200	
0.42555000	10.00000000	500.00000000	0.04246500	0.01843400	4.02543800	0.53033200	
0.31953400	10.00000000	500.00000000	0.08484100	0.01843400	3.99685400	1.23087000	
0.01832500	10.00000000	500.00000000	0.08484100	0.01843400	0.85012800	1.23087000	
0.00160200	10.00000000	500.00000000	0.08484100	0.01843400	0.85012800	1.23087000	
0.00160200	10.00000000	500.00000000	0.11748800	0.01843400	0.72181800	0.86158800	
0.00160200	10.00000000	500.00000000	0.12561200	0.01843400	0.65678500	0.32855000	
0.00160200	10.00000000	500.00000000	0.13022500	0.01843400	0.96221200	0.47997800	
0.00160200	10.00000000	500.00000000	0.13022500	0.01843400	0.96221200	0.47997800	
0.00160200	10.00000000	500.00000000	0.13022500	0.01843400	0.96221200	0.47997800	
