0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	0.25000000	1.00000000	
0.00000000	10.00000000	500.00000000	1.08266500	0.25192100	0.27099900	1.18818600	
0.24765700	10.00000000	500.00000000	1.14318000	0.25192100	0.49932600	1.41342000	
0.24765700	10.00000000	500.00000000	1.14318000	0.25192100	0.49932600	1.41342000	
0.24765700	10.00000000	500.00000000	1.14318000	0.25192100	0.49932600	1.41342000	
0.02774400	10.00000000	500.00000000	1.09123800	0.03548000	0.49932600	1.31676800	
0.07073600	10.00000000	500.00000000	1.09123800	0.09191000	0.49932600	7.63867700	
0.07073600	10.00000000	500.00000000	1.08021800	0.09191000	1.04324600	7.19756800	
0.07073600	10.00000000	500.00000000	1.11427400	0.08564300	0.92499900	7.69132600	
0.08071300	10.00000000	500.00000000	1.12525000	0.08564300	1.13235200	7.96411100	
0.11797400	10.00000000	500.00000000	1.19978600	0.08564300	0.70569700	8.20696900	
0.11797400	10.00000000	500.00000000	1.21567800	0.08564300	0.81061000	8.64968200	
1.32263500	10.00000000	500.00000000	1.28941700	0.08564300	1.02965500	7.78089100	
1.47095700	10.00000000	500.00000000	1.31881900	0.04608100	0.98102700	7.32693600	
0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	0.25000000	1.00000000	
0.00689500	10.00000000	500.00000000	1.05290500	0.01163200	0.28136800	1.05589300	
0.00689500	10.00000000	500.00000000	1.05290500	0.01163200	0.28136800	1.05589300	
0.00689500	10.00000000	500.00000000	1.11246900	0.01163200	0.43459600	0.97963500	
0.05502600	10.00000000	500.00000000	1.13482400	0.01163200	0.59898100	0.97248000	
0.05502600	10.00000000	500.00000000	1.13482400	0.01163200	0.59898100	0.97248000	
