1.00000000	10.00000000	500.00000000	5.00000000	1.00000000	1.00000000	1.00000000	
1.15834500	10.00000000	500.00000000	5.36228000	1.00000000	1.00000000	1.00000000	
1.15834500	10.00000000	500.00000000	5.36228000	1.00000000	1.00000000	1.00000000	
1.15834500	10.00000000	500.00000000	5.36228000	1.00000000	1.00000000	1.00000000	
1.44289100	10.00000000	500.00000000	5.56603900	1.00000000	1.00000000	1.00000000	
1.44289100	10.00000000	500.00000000	5.56603900	1.00000000	1.00000000	1.00000000	
1.44289100	10.00000000	500.00000000	5.56603900	1.00000000	1.00000000	1.00000000	
1.84606300	10.00000000	500.00000000	5.93939600	1.00000000	1.00000000	1.00000000	
1.84606300	10.00000000	500.00000000	5.93939600	1.00000000	1.00000000	1.00000000	
1.98701400	10.00000000	500.00000000	5.72281300	1.00000000	1.00000000	1.00000000	
2.03724300	10.00000000	500.00000000	5.94565500	1.00000000	1.00000000	1.00000000	
2.00430800	10.00000000	500.00000000	6.00391100	1.00000000	1.00000000	1.00000000	
