0.00000000	10.00000000	500.00000000	1.00000000	0.12500000	0.06250000	0.06250000	
0.00000000	10.00000000	500.00000000	1.08485000	0.02606900	0.19148700	0.06250000	
0.00000000	10.00000000	500.00000000	1.10978400	0.01288400	0.15307500	0.05819000	
0.00000000	10.00000000	500.00000000	1.14035800	0.01288400	0.15307500	0.05819000	
0.00000000	10.00000000	500.00000000	1.17339800	0.05781500	0.15307500	0.32360700	
0.00000000	10.00000000	500.00000000	1.17339800	0.05781500	0.15307500	0.32360700	
0.00342600	10.00000000	500.00000000	1.16768500	0.05781500	0.15307500	0.49299700	
0.00342600	10.00000000	500.00000000	1.19515400	0.05781500	0.28078400	0.76735000	
0.00342600	10.00000000	500.00000000	1.19515400	0.05781500	0.28078400	0.76735000	
0.00342600	10.00000000	500.00000000	1.19515400	0.05781500	0.28078400	0.76735000	
0.46252500	10.00000000	500.00000000	1.19346900	0.01340800	0.28078400	1.32104400	
0.22170200	10.00000000	500.00000000	1.19346900	0.01340800	0.47559800	1.85641500	
0.03432200	10.00000000	500.00000000	1.19346900	0.01340800	0.47559800	1.85641500	
0.00393600	10.00000000	500.00000000	1.19346900	0.01340800	0.47559800	1.85641500	
0.00041900	10.00000000	500.00000000	1.19346900	0.01340800	0.47559800	1.85641500	
0.00145200	10.00000000	500.00000000	1.19346900	0.01340800	0.47559800	1.85641500	
