0.00000000	10.00000000	500.00000000	1.00000000	0.25000000	2.00000000	0.25000000	
0.04211300	10.00000000	500.00000000	0.98990300	0.11930200	1.76374400	0.30795500	
0.06786300	10.00000000	500.00000000	0.95839400	0.11930200	1.61264700	0.27668600	
0.26677400	10.00000000	500.00000000	0.95839400	0.11930200	2.00406400	0.19965800	
0.39665200	10.00000000	500.00000000	0.95896800	0.11930200	1.90546000	0.19965800	
0.70295700	10.00000000	500.00000000	0.97778200	0.03445600	2.09881400	0.27208500	
0.70295700	10.00000000	500.00000000	0.97778200	0.05801700	2.09881400	0.27208500	
0.70295700	10.00000000	500.00000000	0.97778200	0.05801700	2.09881400	0.27208500	
0.46354000	10.00000000	500.00000000	0.97778200	0.05801700	1.89695800	0.18778200	
0.55173500	10.00000000	500.00000000	0.98980700	0.05801700	2.14488300	0.18778200	
