1.00000000	10.00000000	500.00000000	3.00000000	1.00000000	1.00000000	1.00000000	
1.39502100	10.00000000	500.00000000	2.71076500	1.19942700	0.97391400	0.68030600	
1.20294700	10.00000000	500.00000000	2.80526900	1.61728800	0.81668600	0.12329900	
1.15407400	10.00000000	500.00000000	2.80526900	1.61728800	0.95715200	0.04079000	
2.84966500	10.00000000	500.00000000	2.80526900	1.61728800	0.95715200	0.05966000	
2.84966500	10.00000000	500.00000000	2.80526900	1.61728800	0.95715200	0.05966000	
2.89548500	10.00000000	500.00000000	2.95295500	1.47456300	0.69627800	0.06903600	
3.08838000	10.00000000	500.00000000	3.21721300	1.65264900	0.84741300	0.06903600	
3.13086900	10.00000000	500.00000000	2.85379500	1.34243800	0.80068800	0.13708300	
3.37754500	10.00000000	500.00000000	3.96279100	0.94269500	0.80784600	0.13708300	
3.37754500	10.00000000	500.00000000	3.96279100	0.21729600	0.80784600	0.13708300	
